,SUBS_ID,DATE_CALC,TARIFF_ID,CHARGE,SUPPORT_4G,SUPPORT_3G,LTE_TRAFF_FLAG,SMS_IN_CNT,SMS_OUT_CNT,CALLS_IN_CNT,CALLS_OUT_CNT,LIFE_TIME,DURATION_IN_MIN,DURATION_OUT_MIN,DATA_TRAFFIC_MB,SESSIONS_CNT,RECHARGE,RECHARGE_CNT,Выборка,tariff_changed
2999,303379,2019-09-01,135.0,350.0,0,1,0.0,517,40,107,104,5447.0,210,268.35,200.6,1299,320.0,2,1,0
3000,303555,2019-07-01,548.0,300.0,1,1,1.0,151,3,24,80,5386.0,90,239.63,512.15,1634,300.0,1,1,0
3001,303555,2019-08-01,548.0,300.0,1,1,1.0,158,1,47,231,5417.0,72,443.52,1231.12,670,300.0,1,1,0
3002,303555,2019-09-01,548.0,300.0,1,1,1.0,111,0,23,101,5447.0,32,236.97,100.62,517,300.0,1,1,0
3003,303712,2019-07-01,610.0,328.0,1,1,1.0,123,8,232,202,5386.0,453,398.72,35583.04,2541,277.0,2,1,0
3004,303712,2019-08-01,610.0,225.0,1,1,1.0,90,6,238,234,5417.0,320,367.37,27014.87,2953,250.0,1,1,0
3005,303712,2019-09-01,610.0,250.8,1,1,1.0,76,5,211,178,5447.0,460,357.62,25266.71,2336,200.0,1,1,0
3006,303722,2019-07-01,300.0,9.0,1,1,0.0,22,2,71,6,5386.0,81,6.8,0.0,0,0.0,0,1,0
3007,303722,2019-08-01,300.0,10.8,1,1,0.0,21,0,69,5,5417.0,69,6.05,0.0,0,100.0,1,1,0
3008,303722,2019-09-01,300.0,1.8,1,1,0.0,17,1,45,0,5447.0,58,0.0,0.0,0,0.0,0,1,0
3009,303825,2019-07-01,588.0,250.0,1,1,1.0,76,3,44,17,5386.0,30,75.75,2089.13,4073,250.0,1,1,0
3010,303825,2019-08-01,588.0,266.0,1,1,1.0,112,11,46,28,5417.0,82,96.0,10937.54,4903,400.0,2,1,0
3011,303825,2019-09-01,588.0,250.0,1,1,1.0,82,4,48,29,5447.0,78,78.55,5145.3,3325,250.0,1,1,0
3012,303878,2019-07-01,121.0,80.0,1,1,1.0,47,1,20,5,5386.0,23,6.75,143.15,202,50.0,1,1,0
3013,303878,2019-08-01,121.0,0.0,1,1,0.0,0,0,0,0,5417.0,0,0.0,0.0,0,0.0,0,1,0
3014,303878,2019-09-01,121.0,0.0,1,1,0.0,0,0,0,0,5447.0,0,0.0,0.0,0,100.0,1,1,0
3015,303914,2019-07-01,560.0,300.0,1,1,1.0,260,246,168,87,5386.0,251,164.13,8935.12,4525,300.0,1,1,0
3016,303914,2019-08-01,560.0,301.8,1,1,1.0,242,322,165,91,5417.0,296,145.62,7113.33,4030,300.0,1,1,0
3017,303914,2019-09-01,560.0,300.0,1,1,1.0,305,357,181,110,5447.0,349,208.62,2696.31,4285,300.0,1,1,0
3018,303915,2019-07-01,300.0,140.3,0,0,0.0,317,142,18,17,5386.0,175,174.53,0.0,2,300.0,1,1,0
3019,303915,2019-08-01,300.0,131.85,0,0,0.0,174,71,9,25,5417.0,88,197.83,0.0,0,0.0,0,1,0
3020,303915,2019-09-01,300.0,101.7,0,0,0.0,218,78,8,8,5447.0,71,44.28,0.0,0,0.0,0,1,0
3021,303960,2019-07-01,588.0,266.8,0,1,0.0,291,82,183,222,5386.0,320,337.4,348.67,1428,600.0,1,1,0
3022,303960,2019-08-01,588.0,270.0,0,1,0.0,189,25,147,103,5417.0,220,149.02,383.96,1745,0.0,0,1,0
3023,303960,2019-09-01,588.0,256.0,0,1,0.0,148,33,131,117,5447.0,283,275.78,462.57,1825,200.0,2,1,0
3024,303991,2019-07-01,588.0,778.63,1,1,1.0,382,164,58,34,5386.0,140,40.5,905.55,2026,1100.0,2,1,0
3025,303991,2019-08-01,588.0,250.0,1,1,1.0,141,29,71,72,5417.0,88,122.45,2107.76,2193,16.28,1,1,0
3026,303991,2019-09-01,588.0,250.0,1,1,1.0,93,33,114,49,5447.0,93,60.15,1853.56,2498,250.0,1,1,0
3027,304044,2019-07-01,393.0,800.31,1,1,1.0,533,116,643,438,5386.0,1483,1076.68,2378.16,3255,800.0,4,1,0
3028,304044,2019-08-01,393.0,872.77,1,1,1.0,480,109,636,407,5417.0,1233,767.47,2896.23,3510,900.0,3,1,0
3029,304044,2019-09-01,393.0,807.1,1,1,1.0,250,46,517,292,5447.0,1225,510.97,3770.08,3189,750.0,3,1,0
3030,304061,2019-07-01,135.0,403.51,1,1,1.0,155,3,44,57,5386.0,42,82.75,1764.26,2404,300.0,1,1,0
3031,304061,2019-08-01,135.0,662.0,1,1,1.0,129,8,55,71,5417.0,62,173.5,4635.61,3157,1540.0,4,1,0
3032,304061,2019-09-01,135.0,364.0,1,1,1.0,114,10,49,65,5447.0,78,76.62,2614.28,3223,0.0,0,1,0
3033,304186,2019-07-01,548.0,520.56,1,1,1.0,247,43,115,67,5386.0,167,126.28,21202.71,2483,600.0,3,1,0
3034,304186,2019-08-01,548.0,308.92,1,1,1.0,187,2,147,83,5417.0,182,107.52,14112.59,2503,300.0,1,1,0
3035,304186,2019-09-01,548.0,300.0,1,1,1.0,179,0,146,119,5447.0,178,109.73,20939.55,3270,300.0,1,1,0
3036,304240,2019-07-01,300.0,30.9,0,0,0.0,20,0,16,20,5386.0,31,18.75,0.0,0,0.0,0,1,0
3037,304240,2019-08-01,300.0,66.6,0,0,0.0,29,15,22,24,5417.0,90,26.15,0.0,0,266.68,2,1,0
3038,304240,2019-09-01,300.0,86.4,0,0,0.0,23,10,30,39,5447.0,60,33.97,0.0,0,0.0,0,1,0
3039,304257,2019-07-01,548.0,280.8,0,0,0.0,96,0,67,70,5386.0,83,70.25,0.0,0,300.0,3,1,0
3040,304257,2019-08-01,548.0,308.4,0,0,0.0,123,0,62,49,5417.0,72,66.43,0.0,0,200.0,1,1,0
3041,304257,2019-09-01,548.0,184.8,0,0,0.0,74,0,86,60,5447.0,78,45.75,0.0,0,200.0,3,1,0
3042,304289,2019-07-01,300.0,27.3,0,1,0.0,99,92,29,7,5386.0,82,17.72,0.95,5,0.0,0,1,0
3043,304289,2019-08-01,300.0,9.0,0,1,0.0,13,2,14,5,5417.0,33,5.15,0.0,0,0.0,0,1,0
3044,304289,2019-09-01,300.0,62.1,0,1,0.0,11,2,37,28,5447.0,148,29.93,0.69,7,0.0,0,1,0
3045,304311,2019-07-01,260.0,59.39,0,0,0.0,20,0,57,28,5386.0,154,15.65,0.0,0,0.0,0,1,0
3046,304311,2019-08-01,260.0,153.04,0,0,0.0,29,0,48,44,5417.0,205,61.87,0.0,0,200.0,2,1,0
3047,304311,2019-09-01,260.0,619.72,0,0,0.0,33,3,54,131,5447.0,154,266.8,0.0,10,600.0,3,1,0
3048,304372,2019-07-01,260.0,329.57,0,0,0.0,92,29,131,89,5386.0,770,346.27,0.0,0,300.0,3,1,0
3049,304372,2019-08-01,260.0,335.24,0,0,0.0,125,42,183,61,5417.0,584,241.47,0.0,0,300.0,3,1,0
3050,304372,2019-09-01,260.0,317.6,0,0,0.0,100,25,223,57,5447.0,908,187.0,0.0,0,400.0,4,1,0
3051,304403,2019-07-01,300.0,129.4,0,0,0.0,56,10,59,33,5386.0,58,27.32,0.0,0,0.0,0,1,0
3052,304403,2019-08-01,300.0,110.2,0,0,0.0,79,10,46,31,5417.0,61,46.48,0.0,0,100.0,1,1,0
3053,304403,2019-09-01,300.0,66.4,0,0,0.0,51,8,69,20,5447.0,105,21.9,0.0,0,0.0,0,1,0
3054,304435,2019-07-01,548.0,873.04,1,1,1.0,113,7,195,248,5386.0,721,859.13,11870.87,3315,800.0,2,1,0
3055,304435,2019-08-01,548.0,741.74,1,1,1.0,180,3,110,128,5417.0,559,430.38,3313.9,1313,1000.0,2,1,0
3056,304435,2019-09-01,548.0,450.48,1,1,1.0,99,5,147,137,5447.0,345,272.67,4460.35,1247,300.0,1,1,0
3057,304644,2019-07-01,398.0,291.9,1,1,1.0,245,39,28,41,5386.0,26,45.2,14217.07,42093,337.0,4,1,0
3058,304644,2019-08-01,398.0,329.9,1,1,1.0,208,40,36,76,5417.0,41,101.88,27272.55,55946,418.56,5,1,0
3059,304644,2019-09-01,398.0,295.3,1,1,1.0,117,16,40,70,5447.0,54,117.07,29233.08,47713,282.0,3,1,0
3060,304645,2019-07-01,135.0,839.99,1,1,1.0,317,0,238,374,5386.0,481,822.05,67575.29,2189,856.0,6,1,0
3061,304645,2019-08-01,135.0,553.88,1,1,1.0,334,2,179,344,5417.0,511,707.28,13764.09,2422,850.0,3,1,0
3062,304645,2019-09-01,135.0,812.5,1,1,1.0,214,0,202,335,5447.0,471,682.2,50841.48,2208,366.0,5,1,0
3063,304745,2019-07-01,300.0,268.5,1,1,0.0,81,2,138,100,5386.0,879,618.62,0.0,0,200.0,2,1,0
3064,304745,2019-08-01,300.0,352.55,1,1,0.0,116,0,126,126,5417.0,1062,1103.28,0.0,0,349.39,5,1,0
3065,304745,2019-09-01,300.0,269.6,1,1,0.0,93,8,136,107,5447.0,979,968.65,0.0,0,250.0,3,1,0
3066,304754,2019-07-01,135.0,384.89,1,1,1.0,126,8,163,303,5386.0,210,440.7,1155.99,2085,300.0,1,1,0
3067,304754,2019-08-01,135.0,506.19,1,1,1.0,155,27,155,182,5417.0,356,231.47,1773.93,1776,700.0,2,1,0
3068,304754,2019-09-01,135.0,350.0,1,1,1.0,139,33,166,233,5447.0,218,372.25,1757.93,2302,150.0,1,1,0
3069,304786,2019-07-01,306.0,37.77,0,0,0.0,27,2,30,15,5386.0,70,20.23,0.0,0,0.0,0,1,0
3070,304786,2019-08-01,306.0,6.93,0,0,0.0,20,0,17,7,5417.0,61,9.98,0.0,0,0.0,0,1,0
3071,304786,2019-09-01,306.0,90.76,0,0,0.0,10,1,17,22,5447.0,93,33.98,0.0,0,0.0,0,1,0
3072,304818,2019-07-01,588.0,308.9,1,1,1.0,132,9,66,57,5386.0,109,120.42,681.9,135,410.0,2,1,0
3073,304818,2019-08-01,588.0,308.9,1,1,1.0,260,22,156,137,5417.0,171,247.83,3797.28,419,350.0,2,1,0
3074,304818,2019-09-01,588.0,307.0,1,1,1.0,201,22,118,81,5447.0,158,255.67,2379.86,322,400.0,1,1,0
3075,304821,2019-07-01,121.0,269.35,1,1,0.0,214,1,125,155,5386.0,185,179.88,0.0,0,200.0,1,1,0
3076,304821,2019-08-01,121.0,234.5,1,1,0.0,231,3,134,130,5417.0,151,149.52,0.0,0,250.0,2,1,0
3077,304821,2019-09-01,121.0,250.6,1,1,0.0,234,2,107,104,5447.0,182,175.92,0.0,0,250.0,2,1,0
3078,304910,2019-07-01,300.0,238.96,1,1,1.0,113,2,33,17,5386.0,75,49.2,3376.7,1210,400.0,1,1,0
3079,304910,2019-08-01,300.0,298.28,1,1,1.0,93,6,36,16,5417.0,51,46.2,1508.17,729,200.0,1,1,0
3080,304910,2019-09-01,300.0,110.1,1,1,1.0,63,3,28,17,5447.0,53,55.42,954.14,557,300.0,1,1,0
3081,304915,2019-07-01,548.0,311.0,1,1,1.0,113,7,83,85,5386.0,174,180.32,8694.87,2602,300.0,2,1,0
3082,304915,2019-08-01,548.0,300.0,1,1,1.0,100,9,106,132,5417.0,200,305.85,13925.83,2786,300.0,1,1,0
3083,304915,2019-09-01,548.0,300.0,0,0,1.0,83,5,75,142,5447.0,125,270.48,16448.82,2593,300.0,1,1,0
3084,304948,2019-07-01,300.0,253.26,1,1,1.0,94,2,73,51,5386.0,324,180.87,0.16,178,300.0,2,1,0
3085,304948,2019-08-01,300.0,280.8,1,1,1.0,89,0,78,59,5417.0,429,175.52,0.07,90,300.0,2,1,0
3086,304948,2019-09-01,300.0,290.7,1,1,1.0,60,0,63,58,5447.0,233,177.93,0.05,90,300.0,2,1,0
3087,305107,2019-07-01,588.0,273.29,1,1,1.0,228,7,24,25,5386.0,70,44.48,2451.66,1431,0.0,0,1,0
3088,305107,2019-08-01,588.0,254.5,1,1,1.0,277,77,48,51,5417.0,109,127.88,3329.21,1737,250.0,1,1,0
3089,305107,2019-09-01,588.0,253.5,1,1,1.0,309,30,65,110,5447.0,176,190.18,3510.07,2231,250.0,1,1,0
3093,305389,2019-07-01,560.0,326.0,1,1,1.0,202,9,113,78,5386.0,320,226.5,29.8,47,1000.0,1,1,0
3094,305389,2019-08-01,560.0,494.8,1,1,1.0,315,13,104,25,5417.0,499,63.33,0.21,6,0.0,0,1,0
3095,305389,2019-09-01,560.0,450.0,1,1,0.0,245,62,43,10,5447.0,237,9.33,0.0,0,1000.0,1,1,0
3096,305429,2019-07-01,260.0,25.45,0,0,0.0,7,0,10,13,5386.0,13,14.85,0.0,0,0.0,0,1,0
3097,305429,2019-08-01,260.0,15.77,0,0,0.0,6,0,8,10,5417.0,12,11.6,0.0,0,0.0,0,1,0
3098,305429,2019-09-01,260.0,40.15,0,0,0.0,12,0,0,4,5447.0,0,16.65,0.0,0,200.0,1,1,0
3099,305698,2019-07-01,588.0,250.0,1,1,1.0,84,26,54,74,5289.0,403,230.45,4771.39,2584,250.0,1,1,0
3100,305698,2019-08-01,588.0,500.0,1,1,1.0,85,33,59,66,5320.0,315,202.68,5833.35,2238,250.0,1,1,0
3101,305698,2019-09-01,588.0,250.0,1,1,1.0,65,25,111,132,5350.0,490,389.1,6142.09,3893,250.0,1,1,0
3102,305784,2019-07-01,560.0,300.0,1,1,1.0,154,1,107,47,5386.0,244,55.63,2914.25,1152,300.0,1,1,0
3103,305784,2019-08-01,560.0,300.0,1,1,1.0,217,1,125,35,5417.0,213,49.82,2758.22,1118,300.0,1,1,0
3104,305784,2019-09-01,560.0,300.0,1,1,1.0,208,1,102,42,5447.0,188,71.02,2324.52,751,300.0,1,1,0
3105,305886,2019-07-01,548.0,300.0,1,1,1.0,187,10,222,201,5386.0,303,333.07,2294.22,1763,320.0,1,1,0
3106,305886,2019-08-01,548.0,629.03,1,1,1.0,100,8,169,87,5417.0,293,148.95,2713.93,1113,640.0,2,1,0
3107,305886,2019-09-01,548.0,302.0,1,1,1.0,174,2,276,226,5447.0,448,489.6,6381.28,1828,320.0,1,1,0
3108,305973,2019-07-01,560.0,301.8,1,1,1.0,208,3,84,118,5386.0,73,132.4,2309.16,2416,305.0,1,1,0
3109,305973,2019-08-01,560.0,307.2,1,1,1.0,214,9,68,93,5417.0,79,99.02,3014.88,2087,300.0,1,1,0
3110,305973,2019-09-01,560.0,300.0,1,1,1.0,173,3,45,107,5447.0,51,159.83,3223.34,1664,300.0,1,1,0
3111,306019,2019-07-01,560.0,300.0,1,1,1.0,103,1,60,50,5386.0,82,110.57,2898.16,2023,0.0,0,1,0
3112,306019,2019-08-01,560.0,302.0,1,1,1.0,68,1,44,48,5417.0,123,69.88,1995.44,1541,0.0,0,1,0
3113,306019,2019-09-01,560.0,300.0,1,1,1.0,87,4,67,46,5447.0,257,128.0,2389.72,1586,167.0,1,1,0
3114,306031,2019-07-01,121.0,75.0,0,0,0.0,26,0,88,42,5386.0,239,69.55,0.0,0,100.0,1,1,0
3115,306031,2019-08-01,121.0,66.8,0,0,0.0,32,1,90,27,5417.0,254,59.18,0.0,0,100.0,1,1,0
3116,306031,2019-09-01,121.0,74.0,0,0,0.0,32,0,89,28,5447.0,272,67.28,0.0,0,0.0,0,1,0
3117,306184,2019-07-01,300.0,557.0,0,1,0.0,48,4,60,78,5386.0,380,603.22,0.0,0,500.0,1,1,0
3118,306184,2019-08-01,300.0,523.1,0,1,0.0,48,13,71,90,5417.0,447,563.02,0.0,0,250.0,1,1,0
3119,306184,2019-09-01,300.0,350.4,0,1,0.0,68,12,87,76,5447.0,357,405.6,0.0,0,250.0,1,1,0
3120,306185,2019-07-01,306.0,0.0,0,1,0.0,43,0,9,0,5386.0,15,0.0,0.0,0,0.0,0,1,0
3121,306185,2019-08-01,306.0,6.09,0,1,0.0,42,0,4,3,5417.0,6,3.38,0.0,0,0.0,0,1,0
3122,306185,2019-09-01,306.0,4.89,0,1,0.0,32,0,4,1,5447.0,3,2.72,0.0,0,0.0,0,1,0
3123,306221,2019-07-01,121.0,175.2,0,0,0.0,77,10,73,61,5386.0,163,146.57,0.0,0,500.0,1,1,0
3124,306221,2019-08-01,121.0,216.0,0,0,0.0,51,5,88,70,5417.0,189,170.77,0.0,0,0.0,0,1,0
3125,306221,2019-09-01,121.0,154.6,0,0,0.0,55,12,52,48,5447.0,154,109.68,0.0,0,800.0,1,1,0
3126,306252,2019-07-01,260.0,225.83,0,0,0.0,64,0,69,53,5386.0,228,80.35,0.0,0,269.0,2,1,0
3127,306252,2019-08-01,260.0,371.03,0,0,0.0,87,0,109,107,5417.0,265,123.1,0.02,12,306.38,3,1,0
3128,306252,2019-09-01,260.0,328.82,0,0,0.0,47,0,90,73,5447.0,266,124.5,0.0,0,354.01,3,1,0
3129,306253,2019-07-01,135.0,331.77,1,1,1.0,183,19,156,73,5386.0,286,149.83,2687.37,3410,600.0,2,1,0
3130,306253,2019-08-01,135.0,378.4,1,1,1.0,176,6,149,84,5417.0,265,78.08,2381.86,3791,300.0,1,1,0
3131,306253,2019-09-01,135.0,559.0,1,1,1.0,145,17,124,58,5447.0,235,253.18,2523.18,2942,350.0,1,1,0
3132,306286,2019-07-01,135.0,362.5,0,0,1.0,203,2,91,245,5386.0,291,955.8,8935.27,2399,600.0,3,1,0
3133,306286,2019-08-01,135.0,843.8,0,0,1.0,183,0,99,178,5417.0,358,626.17,1975.41,1889,950.0,5,1,0
3134,306286,2019-09-01,135.0,365.0,0,0,1.0,124,1,81,174,5447.0,320,847.87,1932.97,1670,300.0,1,1,0
3135,306367,2019-07-01,548.0,491.4,1,1,1.0,268,1,216,309,5386.0,438,672.98,8231.48,2063,500.0,2,1,0
3136,306367,2019-08-01,548.0,677.6,1,1,1.0,252,1,256,303,5417.0,564,650.83,5546.33,1866,450.0,2,1,0
3137,306367,2019-09-01,548.0,670.8,1,1,1.0,207,0,235,288,5447.0,481,845.73,8117.82,1679,900.0,3,1,0
3138,306413,2019-07-01,300.0,81.7,1,1,0.0,98,3,99,30,5386.0,119,91.65,0.0,0,100.0,1,1,0
3139,306413,2019-08-01,300.0,176.4,1,1,0.0,111,0,138,53,5417.0,232,150.35,0.0,0,550.0,3,1,0
3140,306413,2019-09-01,300.0,115.2,1,1,0.0,88,0,143,48,5447.0,219,99.63,0.0,0,0.0,0,1,0
3141,306424,2019-07-01,588.0,250.0,1,1,1.0,176,5,157,181,5386.0,246,150.45,1033.67,1000,260.0,1,1,0
3142,306424,2019-08-01,588.0,252.0,1,1,1.0,218,2,146,150,5417.0,271,130.33,307.39,412,260.0,1,1,0
3143,306424,2019-09-01,588.0,250.0,1,1,1.0,148,6,79,110,5447.0,219,182.52,479.62,389,260.0,1,1,0
3144,306433,2019-07-01,121.0,72.6,0,0,0.0,103,0,60,41,5386.0,86,60.4,0.0,0,100.0,1,1,0
3145,306433,2019-08-01,121.0,141.0,0,0,0.0,74,0,92,62,5417.0,192,104.2,0.0,0,100.0,1,1,0
3146,306433,2019-09-01,121.0,100.4,0,0,0.0,123,23,45,28,5447.0,75,44.3,0.0,0,100.0,1,1,0
3147,306503,2019-07-01,265.0,0.0,0,0,0.0,59,1,12,1,5386.0,9,0.12,0.0,0,0.0,0,1,0
3148,306503,2019-08-01,265.0,50.0,0,0,0.0,20,1,13,1,5417.0,30,0.12,0.0,0,0.0,0,1,0
3149,306503,2019-09-01,265.0,0.0,0,0,0.0,5,0,7,2,5447.0,3,0.18,0.0,0,100.0,1,1,0
3150,306787,2019-07-01,135.0,314.3,0,0,1.0,201,12,212,159,5386.0,591,367.02,5573.8,3016,680.0,3,1,0
3151,306787,2019-08-01,135.0,692.7,0,0,1.0,110,7,112,146,5417.0,343,433.72,2407.8,1487,700.0,2,1,0
3152,306787,2019-09-01,135.0,352.5,0,0,1.0,137,16,147,141,5447.0,324,323.77,2871.63,1823,0.0,0,1,0
3153,306799,2019-07-01,135.0,379.99,1,1,0.0,257,24,377,861,5386.0,1039,3889.43,183.32,372,350.0,1,1,0
3154,306799,2019-08-01,135.0,420.2,1,1,0.0,270,22,274,722,5417.0,638,2938.13,249.52,359,400.0,1,1,0
3155,306799,2019-09-01,135.0,355.0,1,1,0.0,216,34,273,714,5447.0,507,2063.12,263.77,329,487.8,2,1,0
3156,306953,2019-07-01,548.0,375.6,1,1,1.0,559,5,460,417,5386.0,566,493.52,3354.78,2120,650.0,2,1,0
3157,306953,2019-08-01,548.0,389.4,1,1,1.0,580,21,389,378,5417.0,578,583.47,4732.67,1999,300.0,3,1,0
3158,306953,2019-09-01,548.0,413.2,1,1,1.0,466,2,571,410,5447.0,655,559.23,3008.67,1992,500.0,3,1,0
3162,307030,2019-07-01,265.0,13.41,1,1,1.0,4,0,25,2,5386.0,23,4.27,0.03,49,0.0,0,1,0
3163,307030,2019-08-01,265.0,8.33,1,1,1.0,5,0,22,2,5417.0,29,0.73,0.03,61,0.0,0,1,0
3164,307030,2019-09-01,265.0,59.06,1,1,1.0,8,1,36,19,5447.0,47,15.23,0.04,70,100.0,1,1,0
3165,307100,2019-07-01,306.0,37.19,1,1,0.0,103,5,49,4,5386.0,126,9.33,0.0,0,0.0,0,1,0
3166,307100,2019-08-01,306.0,0.0,1,1,0.0,74,0,42,0,5417.0,87,0.0,0.0,0,0.0,0,1,0
3167,307100,2019-09-01,306.0,28.0,1,1,0.0,80,0,37,0,5447.0,72,0.0,0.0,0,30.0,1,1,0
3168,307138,2019-07-01,300.0,47.4,0,1,0.0,65,1,48,16,5386.0,70,24.12,0.0,0,0.0,0,1,0
3169,307138,2019-08-01,300.0,57.6,0,1,0.0,73,3,58,14,5417.0,119,20.97,0.0,0,100.0,1,1,0
3170,307138,2019-09-01,300.0,34.2,0,1,0.0,51,1,62,10,5447.0,96,14.3,0.0,0,0.0,0,1,0
3171,307564,2019-07-01,260.0,307.78,0,1,0.0,8,0,4,4,5386.0,35,54.98,0.0,0,500.0,1,1,0
3172,307564,2019-08-01,260.0,229.78,0,1,0.0,0,0,4,5,5417.0,26,41.8,0.0,0,0.0,0,1,0
3173,307564,2019-09-01,260.0,403.8,0,1,0.0,4,0,5,5,5447.0,52,76.07,0.0,0,500.0,1,1,0
3174,307591,2019-07-01,588.0,402.0,1,1,1.0,128,10,224,142,5386.0,1341,525.3,10531.29,5192,600.0,2,1,0
3175,307591,2019-08-01,588.0,362.0,1,1,1.0,167,8,235,125,5417.0,1148,360.18,12013.16,4902,300.0,1,1,0
3176,307591,2019-09-01,588.0,260.0,1,1,1.0,253,9,244,175,5447.0,1178,468.68,8582.47,5480,400.0,1,1,0
3177,307629,2019-07-01,135.0,510.59,1,1,1.0,205,40,208,173,5386.0,381,214.65,1700.93,2200,572.5,5,1,0
3178,307629,2019-08-01,135.0,1112.49,1,1,1.0,278,14,166,139,5417.0,315,247.68,439.8,945,1391.65,11,1,0
3179,307629,2019-09-01,135.0,588.26,1,1,1.0,154,25,258,330,5447.0,466,501.68,899.34,1572,360.0,1,1,0
3180,307675,2019-07-01,135.0,444.3,1,1,1.0,134,6,108,136,5386.0,273,364.35,1631.77,2418,0.0,0,1,0
3181,307675,2019-08-01,135.0,655.0,1,1,1.0,130,1,238,260,5417.0,664,1095.68,3913.82,3600,640.0,2,1,0
3182,307675,2019-09-01,135.0,420.0,0,0,1.0,131,2,116,140,5447.0,253,513.58,3251.1,3284,850.0,2,1,0
27,1631,2019-07-01,300.0,79.95,0,0,0.0,41,0,45,41,5213.0,84,53.57,0.0,0,0.0,0,1,1
28,1631,2019-08-01,300.0,214.65,0,0,0.0,38,0,54,75,5244.0,124,129.58,0.0,0,300.0,3,1,1
29,1631,2019-09-01,588.0,382.71,0,0,1.0,55,1,63,88,5274.0,72,148.18,277.38,393,251.0,1,1,1
60,2316,2019-07-01,524.0,249.0,0,0,1.0,131,8,9,17,5213.0,16,28.92,217.42,524,480.0,3,1,1
61,2316,2019-08-01,610.0,392.9,0,0,1.0,165,18,27,3,5244.0,146,6.97,117.68,444,240.0,1,1,1
62,2316,2019-09-01,610.0,281.9,0,0,1.0,120,24,16,7,5274.0,65,4.92,874.15,438,250.0,2,1,1
189,6033,2019-07-01,590.0,350.0,1,1,1.0,22,0,1,0,5219.0,2,0.0,17514.31,2407,224.0,1,1,1
190,6033,2019-08-01,610.0,250.0,1,1,1.0,26,0,1,1,5250.0,0,21.45,21302.71,2277,200.0,1,1,1
191,6033,2019-09-01,610.0,251.8,0,0,1.0,38,1,0,1,5280.0,0,0.32,24698.55,3681,400.0,2,1,1
237,11758,2019-07-01,130.0,232.69,0,0,0.0,159,5,226,192,5213.0,1294,1204.67,0.0,0,200.0,2,1,1
238,11758,2019-08-01,130.0,282.14,0,0,0.0,169,8,147,223,5244.0,855,1003.47,0.0,0,200.0,2,1,1
239,11758,2019-09-01,588.0,381.5,1,1,1.0,218,26,269,299,5274.0,1618,1601.72,1041.08,2394,550.0,3,1,1
270,12479,2019-07-01,300.0,311.37,1,1,1.0,85,1,115,89,5213.0,139,140.63,329.85,838,300.0,3,1,1
271,12479,2019-08-01,588.0,635.51,1,1,1.0,117,2,165,127,5244.0,198,163.32,645.72,1823,831.0,5,1,1
272,12479,2019-09-01,588.0,320.0,1,1,1.0,96,1,164,161,5274.0,411,291.7,517.43,1860,250.0,1,1,1
315,13940,2019-07-01,524.0,201.15,1,1,1.0,254,76,191,210,5213.0,507,438.02,1120.28,3003,165.0,1,1,1
316,13940,2019-08-01,524.0,279.85,1,1,1.0,205,38,174,228,5244.0,427,673.97,2037.78,3394,120.0,1,1,1
317,13940,2019-09-01,555.0,471.4,1,1,1.0,195,40,190,183,5274.0,389,649.17,3140.48,4292,205.0,1,1,1
531,17753,2019-07-01,136.0,640.99,1,1,1.0,118,9,76,91,5213.0,189,284.57,22114.81,2647,630.0,1,1,1
532,17753,2019-08-01,610.0,373.6,1,1,1.0,181,11,172,207,5244.0,624,750.83,45774.93,4264,395.0,3,1,1
533,17753,2019-09-01,610.0,319.0,1,1,1.0,199,13,141,154,5274.0,718,654.98,43024.66,4904,322.0,1,1,1
762,22459,2019-07-01,136.0,601.99,1,1,1.0,840,149,387,591,5213.0,679,1450.72,16955.13,2259,0.0,0,1,1
763,22459,2019-08-01,136.0,1369.2,1,1,1.0,1168,129,363,330,5244.0,456,550.1,3026.28,464,1370.0,9,1,1
764,22459,2019-09-01,588.0,250.0,1,1,1.0,804,95,524,416,5274.0,717,636.88,15490.37,1525,250.0,1,1,1
771,22604,2019-07-01,300.0,152.7,0,1,0.0,32,0,75,89,5213.0,248,535.47,0.0,0,200.0,2,1,1
772,22604,2019-08-01,588.0,488.96,0,1,0.0,77,0,89,104,5244.0,273,420.08,6.9,80,500.0,3,1,1
773,22604,2019-09-01,588.0,254.0,0,1,0.0,116,0,143,124,5274.0,463,486.05,393.0,1833,250.0,1,1,1
774,22614,2019-07-01,300.0,120.2,1,1,0.0,61,4,52,57,5213.0,234,203.42,0.0,0,100.0,1,1,1
775,22614,2019-08-01,300.0,202.1,1,1,0.0,90,5,57,95,5244.0,373,432.47,0.0,0,200.0,2,1,1
776,22614,2019-09-01,555.0,271.0,1,1,1.0,63,5,73,98,5274.0,557,382.52,1357.56,1009,200.0,1,1,1
1071,28439,2019-07-01,564.0,505.5,1,1,1.0,129,5,111,150,5213.0,440,649.93,3530.13,2785,500.0,1,1,1
1072,28439,2019-08-01,564.0,500.0,1,1,1.0,175,0,88,106,5244.0,415,572.95,2265.98,2254,500.0,1,1,1
1073,28439,2019-09-01,590.0,350.0,1,1,1.0,124,3,95,98,5274.0,572,520.55,2456.31,2319,435.0,2,1,1
1149,30281,2019-07-01,121.0,381.84,0,0,1.0,101,2,100,98,5213.0,385,268.0,3126.03,315,500.0,5,1,1
